customer_id,customer_name,age_group,customer_type,loyalty_tier,home_estate,distance_to_store_km
C00723,Wanjiku Omondi,26-35,Occasional,Gold,Mwiki,3.5
C00724,Mumbi Wanjala,18-25,Premium,Silver,Ruiru Sports Club,0.7
C00725,Njeri Akinyi,46-55,Regular,Bronze,Kimbo,4.9
C00726,Hassan Okoth,56+,Regular,Platinum,Ruiru Sports Club,1.4
C00727,Mwangi Njoroge,36-45,New,Silver,Kahawa Wendani,2.1
C00728,Mutiso Wambui,26-35,Regular,Bronze,Ndenderu,5.9
C00729,Abdullah Adhiambo,56+,Regular,Silver,Githurai Kimbo,2.8
C00730,Okoth Mwangi,46-55,Occasional,Silver,Mwiki,1.7
C00731,Njoroge Simiyu,18-25,Regular,Bronze,Kihara,4.8
C00732,Hassan Kinyua,26-35,Regular,Bronze,Githurai 44,2.1
C00733,Wanjiku Njeri,56+,New,Bronze,Githurai Kimbo,2.5
C00734,Adhiambo Were,18-25,Regular,Platinum,Ruiru Sports Club,5.2
C00735,Were Kipchoge,56+,Regular,Bronze,Mwiki,6.0
C00736,Hassan Kipchoge,46-55,Regular,Bronze,Green Valley,6.0
C00737,Were Njeri,46-55,Occasional,Gold,Kahawa Sukari,4.1
C00738,Muthoni Kariuki,56+,Occasional,Bronze,Ndenderu,3.9
C00739,Achieng Otieno,46-55,Regular,Bronze,Kahawa Sukari,6.4
C00740,Wambui Okoth,56+,Occasional,Bronze,Githurai 44,1.9
C00741,Achieng Kiplagat,26-35,New,Silver,Kihara,1.6
C00742,Ochieng Akinyi,56+,Occasional,Bronze,Kahawa Sukari,5.5
C00743,Mumbi Kiplagat,36-45,Regular,Silver,Kahawa Wendani,3.6
C00744,Wambui Njoroge,36-45,Occasional,Gold,Kihara,5.8
C00745,Otieno Juma,46-55,Regular,Silver,Ndenderu,2.4
C00746,Maina Kariuki,36-45,Regular,Bronze,Ruiru CBD,2.9
C00747,Wanjala Ochieng,26-35,Regular,Bronze,Githurai 45,7.2
C00748,Kiplagat Mumbi,46-55,Occasional,Bronze,Kahawa Wendani,3.7
C00749,Kiplagat Mwangi,26-35,Regular,Bronze,Ruiru CBD,4.9
C00750,Wanjiku Njeri,18-25,Premium,Platinum,Green Valley,1.3
C00751,Kipchoge Mutiso,26-35,Regular,Bronze,Green Valley,1.8
C00752,Were Ochieng,26-35,Regular,Platinum,Ruiru Town Center,0.8
C00753,Were Njoroge,46-55,New,Bronze,Kahawa Wendani,3.7
C00754,Otieno Adhiambo,26-35,New,Bronze,Kahawa Wendani,7.9
C00755,Njoroge Mwangi,18-25,Occasional,Bronze,Kahawa Wendani,7.1
C00756,Kiplagat Wambui,36-45,Occasional,Silver,Githurai 45,5.2
C00757,Njeri Were,26-35,Regular,Gold,Kahawa Wendani,7.0
C00758,Maina Wanjiku,56+,Occasional,Platinum,Green Valley,5.0
C00759,Nyambura Kamau,36-45,Regular,Gold,Green Valley,3.3
C00760,Maina Wairimu,26-35,Regular,Bronze,Green Valley,1.8
C00761,Wairimu Juma,18-25,Occasional,Bronze,Kimbo,5.4
C00762,Mumbi Njoroge,56+,Occasional,Bronze,Githurai Kimbo,1.9
C00763,Hassan Kamau,18-25,Regular,Silver,Githurai Kimbo,3.6
C00764,Kamau Kariuki,56+,New,Bronze,Githurai 44,6.7
C00765,Wanjala Mwangi,56+,Regular,Bronze,Ndenderu,1.5
C00766,Kinyua Mwangi,36-45,New,Silver,Githurai 44,1.5
C00767,Simiyu Abdullah,56+,Occasional,Gold,Githurai Kimbo,2.2
C00768,Hassan Okoth,46-55,Regular,Bronze,Kahawa Sukari,4.6
C00769,Njoroge Wairimu,46-55,Regular,Bronze,Green Valley,2.4
C00770,Mutiso Abdullah,46-55,Occasional,Bronze,Kimbo,4.3
C00771,Wanjiku Njoroge,26-35,Occasional,Gold,Kahawa Wendani,2.8
C00772,Nyambura Adhiambo,26-35,Occasional,Gold,Ruiru CBD,4.3
C00773,Wambui Adhiambo,56+,Regular,Bronze,Mwiki,2.6
C00774,Wairimu Okoth,36-45,Regular,Bronze,Githurai 45,7.9
C00775,Adhiambo Kamau,36-45,Occasional,Bronze,Mwiki,4.2
C00776,Wairimu Achieng,46-55,New,Bronze,Ndenderu,6.1
C00777,Simiyu Were,56+,Occasional,Silver,Mwiki,5.8
C00778,Wairimu Wambui,26-35,Regular,Gold,Ruiru Sports Club,4.2
C00779,Mutiso Were,56+,Occasional,Silver,Kimbo,2.3
C00780,Nyambura Muthoni,26-35,Regular,Gold,Green Valley,4.3
C00781,Abdullah Otieno,36-45,Regular,Bronze,Kahawa Sukari,5.6
C00782,Wanjala Kiplagat,36-45,Occasional,Silver,Ruiru Town Center,3.9
C00783,Njoroge Wambui,56+,Regular,Platinum,Green Valley,1.1
C00784,Mutiso Juma,36-45,Occasional,Bronze,Githurai 45,0.6
C00785,Wanjiku Chebet,46-55,Regular,Gold,Green Valley,3.0
C00786,Chebet Chebet,56+,Occasional,Gold,Ruiru Town Center,1.6
C00787,Omondi Maina,18-25,Occasional,Bronze,Mwiki,7.3
C00788,Were Achieng,36-45,Premium,Bronze,Green Valley,1.8
C00789,Njeri Njoroge,26-35,New,Silver,Githurai 44,3.5
C00790,Hassan Wairimu,56+,Occasional,Bronze,Kihara,5.8
C00791,Njoroge Wanjiku,56+,Regular,Silver,Kihara,6.6
C00792,Kamau Chebet,46-55,Regular,Gold,Ndenderu,4.1
C00793,Njoroge Omondi,56+,Regular,Silver,Kihara,1.9
C00794,Wanjala Mutiso,36-45,Regular,Gold,Kahawa Sukari,2.5
C00795,Wanjiku Nyambura,36-45,Regular,Gold,Githurai Kimbo,3.6
C00796,Abdullah Maina,46-55,Regular,Gold,Ruiru Sports Club,3.2
C00797,Adhiambo Abdullah,46-55,Premium,Bronze,Ruiru Town Center,3.1
C00798,Abdullah Were,46-55,Occasional,Bronze,Mwiki,1.5
C00799,Mwangi Wanjiku,26-35,Regular,Bronze,Ndenderu,7.3
C00800,Mumbi Kiplagat,26-35,Regular,Silver,Ruiru Town Center,0.7
C00801,Hassan Mumbi,26-35,Regular,Bronze,Kahawa Sukari,3.8
C00802,Were Kipchoge,26-35,Occasional,Bronze,Ruiru CBD,7.9
C00803,Abdullah Abdullah,36-45,New,Bronze,Githurai 44,5.4
C00804,Njeri Wairimu,36-45,Regular,Bronze,Kahawa Sukari,3.2
C00805,Kinyua Ochieng,26-35,Occasional,Silver,Ruiru Sports Club,1.6
C00806,Mwangi Hassan,26-35,Regular,Bronze,Githurai 44,7.7
C00807,Adhiambo Ochieng,46-55,Regular,Platinum,Ruiru Sports Club,0.6
C00808,Nyambura Kipchoge,46-55,Regular,Silver,Green Valley,5.6
C00809,Hassan Hassan,18-25,Occasional,Bronze,Kahawa Wendani,7.1
C00810,Muthoni Otieno,46-55,Regular,Gold,Kahawa Wendani,0.7
C00811,Nyambura Maina,18-25,Regular,Bronze,Githurai 45,5.9
C00812,Njoroge Kariuki,46-55,Regular,Gold,Ndenderu,8.0
C00813,Kinyua Wambui,18-25,Regular,Bronze,Kahawa Sukari,5.3
C00814,Mwangi Ochieng,26-35,Occasional,Bronze,Kahawa Wendani,3.6
C00815,Wairimu Achieng,18-25,Regular,Gold,Green Valley,7.1
C00816,Wambui Akinyi,46-55,Regular,Silver,Kahawa Wendani,4.7
C00817,Hassan Wanjala,18-25,Occasional,Bronze,Githurai Kimbo,6.1
C00818,Hassan Achieng,56+,Regular,Platinum,Ruiru Sports Club,4.9
C00819,Mumbi Okoth,26-35,Premium,Bronze,Ruiru Town Center,0.8
C00820,Okoth Mwangi,56+,Occasional,Silver,Githurai 45,2.1
C00821,Juma Juma,18-25,Occasional,Bronze,Githurai Kimbo,1.1
C00822,Ochieng Nyambura,26-35,Regular,Platinum,Green Valley,1.3
C00823,Wanjiku Kipchoge,18-25,New,Bronze,Kimbo,0.6
C00824,Wanjiku Omondi,46-55,Regular,Gold,Kihara,3.7
C00825,Were Kariuki,46-55,New,Bronze,Githurai Kimbo,1.8
C00826,Akinyi Mutiso,46-55,Occasional,Bronze,Githurai Kimbo,6.9
C00827,Ochieng Muthoni,56+,Premium,Silver,Ruiru Sports Club,6.1
C00828,Were Hassan,56+,New,Silver,Kahawa Wendani,4.8
C00829,Nyambura Wanjala,18-25,Regular,Silver,Ruiru CBD,4.2
C00830,Nyambura Achieng,26-35,New,Bronze,Kahawa Sukari,2.4
C00831,Kipchoge Okoth,46-55,Occasional,Bronze,Ruiru CBD,4.1
C00832,Okoth Otieno,36-45,New,Bronze,Ruiru CBD,5.3
C00833,Maina Wanjiku,26-35,Regular,Silver,Githurai 45,6.4
C00834,Juma Mwangi,46-55,Regular,Platinum,Ruiru Town Center,1.1
C00835,Mumbi Nyambura,18-25,New,Gold,Kahawa Wendani,5.8
C00836,Maina Kiplagat,26-35,Regular,Bronze,Kahawa Wendani,6.1
C00837,Wanjala Njeri,26-35,Regular,Gold,Kahawa Wendani,4.7
C00838,Nyambura Kipchoge,46-55,Occasional,Silver,Mwiki,2.1
C00839,Wairimu Kariuki,56+,Regular,Bronze,Kihara,4.5
C00840,Wanjala Omondi,46-55,Regular,Gold,Ruiru Sports Club,4.3
C00841,Juma Maina,46-55,Regular,Bronze,Kimbo,4.1
C00842,Chebet Wairimu,56+,New,Bronze,Ndenderu,4.0
C00843,Wambui Were,56+,Occasional,Silver,Kahawa Wendani,1.3
C00844,Otieno Kiplagat,26-35,Regular,Silver,Ruiru Town Center,1.9
C00845,Wanjala Mutiso,26-35,Regular,Silver,Githurai 45,1.2
C00846,Maina Chebet,26-35,New,Silver,Kahawa Sukari,2.3
C00847,Adhiambo Wanjiku,56+,Regular,Bronze,Mwiki,2.5
C00848,Wanjiku Njeri,26-35,Occasional,Silver,Mwiki,2.3
C00849,Ochieng Otieno,36-45,Occasional,Silver,Ruiru CBD,2.1
C00850,Wanjala Wairimu,36-45,Regular,Bronze,Kimbo,6.0
C00851,Adhiambo Kipchoge,36-45,Occasional,Silver,Ruiru CBD,6.6
C00852,Chebet Kipchoge,36-45,New,Bronze,Kihara,3.0
C00853,Wanjiku Juma,18-25,Occasional,Bronze,Mwiki,2.8
C00854,Wairimu Ochieng,56+,Occasional,Bronze,Ruiru CBD,6.8
C00855,Mwangi Kiplagat,36-45,Regular,Gold,Kimbo,5.2
C00856,Mwangi Abdullah,46-55,Occasional,Bronze,Githurai 45,2.7
C00857,Akinyi Maina,26-35,Occasional,Bronze,Mwiki,5.9
C00858,Kariuki Maina,36-45,Regular,Bronze,Kahawa Sukari,3.1
C00859,Njoroge Were,26-35,Premium,Silver,Ruiru Sports Club,4.9
C00860,Wambui Maina,18-25,Occasional,Silver,Githurai 45,7.9
C00861,Wanjala Were,26-35,Occasional,Silver,Kahawa Wendani,2.8
C00862,Mwangi Kipchoge,46-55,Regular,Bronze,Kihara,7.5
C00863,Hassan Were,56+,New,Bronze,Kimbo,2.9
C00864,Maina Juma,26-35,Regular,Silver,Mwiki,4.6
C00865,Mutiso Omondi,56+,Regular,Platinum,Green Valley,3.9
C00866,Simiyu Kipchoge,18-25,Regular,Bronze,Ruiru Sports Club,6.4
C00867,Okoth Maina,18-25,Regular,Silver,Ndenderu,1.0
C00868,Juma Hassan,26-35,Regular,Silver,Githurai Kimbo,5.2
C00869,Were Ochieng,56+,Premium,Silver,Green Valley,6.2
C00870,Maina Maina,56+,Regular,Bronze,Kahawa Sukari,4.0
C00871,Hassan Hassan,56+,Regular,Silver,Ruiru CBD,1.3
C00872,Njoroge Adhiambo,46-55,Regular,Silver,Green Valley,2.3
C00873,Muthoni Chebet,46-55,Regular,Bronze,Kahawa Sukari,5.6
C00874,Kariuki Mutiso,18-25,Regular,Gold,Ruiru Town Center,7.2
C00875,Ochieng Wambui,18-25,Regular,Silver,Green Valley,3.7
C00876,Mutiso Kipchoge,56+,Regular,Bronze,Mwiki,4.7
C00877,Okoth Chebet,36-45,Regular,Bronze,Githurai Kimbo,2.2
C00878,Maina Juma,46-55,Occasional,Silver,Kihara,3.6
C00879,Kamau Nyambura,36-45,Occasional,Bronze,Githurai 44,3.0
C00880,Simiyu Njoroge,26-35,Occasional,Platinum,Ruiru Town Center,5.4
C00881,Njoroge Mumbi,18-25,New,Silver,Githurai Kimbo,7.9
C00882,Wanjala Okoth,26-35,Occasional,Bronze,Ndenderu,6.6
C00883,Kinyua Nyambura,56+,New,Bronze,Kimbo,1.9
C00884,Kiplagat Abdullah,36-45,Occasional,Gold,Kahawa Sukari,4.8
C00885,Mwangi Wanjala,26-35,Premium,Gold,Ruiru Town Center,1.0
C00886,Kamau Wambui,18-25,Regular,Silver,Ruiru CBD,2.4
C00887,Mumbi Juma,36-45,Occasional,Gold,Githurai 44,1.8
C00888,Njeri Kiplagat,46-55,Occasional,Bronze,Githurai Kimbo,3.0
C00889,Abdullah Okoth,56+,Premium,Platinum,Ruiru Sports Club,5.6
C00890,Njeri Wairimu,26-35,Occasional,Bronze,Githurai 45,4.2
C00891,Nyambura Simiyu,26-35,Occasional,Bronze,Githurai 44,7.5
C00892,Adhiambo Muthoni,36-45,Occasional,Silver,Githurai 44,2.1
C00893,Wairimu Mumbi,26-35,Regular,Silver,Ruiru Sports Club,3.2
C00894,Nyambura Wanjiku,26-35,Occasional,Bronze,Kahawa Wendani,3.0
C00895,Wairimu Kamau,36-45,Occasional,Gold,Mwiki,2.3
C00896,Otieno Kamau,46-55,Regular,Silver,Githurai 45,7.9
C00897,Juma Njeri,18-25,Regular,Bronze,Ruiru Sports Club,3.4
C00898,Juma Nyambura,18-25,Regular,Silver,Ruiru Sports Club,7.6
C00899,Wambui Njeri,18-25,Premium,Platinum,Ruiru Sports Club,3.4
C00900,Kariuki Hassan,18-25,Regular,Silver,Githurai Kimbo,2.0
C00901,Wairimu Nyambura,56+,New,Bronze,Ndenderu,1.4
C00902,Maina Wanjiku,26-35,New,Silver,Githurai 44,6.9
C00903,Ochieng Nyambura,26-35,Premium,Gold,Ruiru Sports Club,0.7
C00904,Chebet Okoth,18-25,New,Gold,Kahawa Wendani,7.7
C00905,Akinyi Wanjala,56+,Regular,Bronze,Green Valley,3.6
C00906,Maina Adhiambo,46-55,Occasional,Silver,Kihara,2.4
C00907,Mutiso Wanjiku,36-45,Regular,Bronze,Kihara,5.1
C00908,Nyambura Kariuki,46-55,Occasional,Bronze,Kahawa Sukari,1.5
C00909,Njoroge Achieng,46-55,New,Bronze,Kahawa Wendani,1.0
C00910,Kipchoge Maina,26-35,Premium,Silver,Ruiru Sports Club,6.7
C00911,Kinyua Njoroge,46-55,Regular,Silver,Kimbo,3.7
C00912,Juma Wambui,56+,Occasional,Silver,Kimbo,4.4
C00913,Hassan Wairimu,46-55,Regular,Bronze,Ndenderu,1.8
C00914,Abdullah Wanjala,46-55,Regular,Bronze,Mwiki,1.0
C00915,Kariuki Wambui,46-55,Regular,Bronze,Githurai 45,3.3
C00916,Kinyua Otieno,26-35,Regular,Bronze,Kahawa Wendani,4.3
C00917,Kipchoge Juma,18-25,Regular,Silver,Mwiki,6.2
C00918,Chebet Mumbi,36-45,New,Silver,Ndenderu,4.3
C00919,Hassan Were,36-45,New,Silver,Githurai 45,6.4
C00920,Kariuki Otieno,36-45,New,Bronze,Githurai 44,1.4
C00921,Kamau Akinyi,56+,New,Silver,Kahawa Sukari,1.0
C00922,Wambui Omondi,46-55,Regular,Silver,Ruiru Town Center,1.7
C00923,Were Chebet,36-45,New,Bronze,Githurai 45,6.3
C00924,Hassan Juma,18-25,Regular,Bronze,Githurai 44,6.2
C00925,Kariuki Mutiso,18-25,Occasional,Silver,Ruiru CBD,1.6
C00926,Wairimu Kinyua,18-25,Occasional,Gold,Kihara,0.7
C00927,Mumbi Otieno,36-45,New,Gold,Kimbo,5.6
C00928,Otieno Adhiambo,36-45,Regular,Bronze,Ndenderu,6.9
C00929,Adhiambo Maina,26-35,Occasional,Bronze,Mwiki,6.2
C00930,Juma Wambui,18-25,Regular,Platinum,Ruiru Sports Club,2.0
C00931,Kariuki Njoroge,36-45,New,Bronze,Githurai 45,4.9
C00932,Mutiso Omondi,18-25,Regular,Bronze,Ndenderu,6.2
C00933,Wairimu Mwangi,18-25,Regular,Silver,Green Valley,2.4
C00934,Kipchoge Juma,36-45,Occasional,Bronze,Ruiru CBD,4.5
C00935,Chebet Kamau,56+,Occasional,Platinum,Ruiru Town Center,2.9
C00936,Were Kamau,46-55,Regular,Gold,Ruiru Town Center,2.2
C00937,Kamau Adhiambo,36-45,Occasional,Bronze,Githurai Kimbo,7.8
C00938,Wairimu Juma,36-45,Occasional,Silver,Mwiki,7.3
C00939,Kariuki Wambui,36-45,Regular,Gold,Mwiki,3.8
C00940,Wambui Mutiso,46-55,Occasional,Bronze,Githurai 45,1.5
C00941,Wairimu Kinyua,18-25,Regular,Bronze,Githurai 45,6.0
C00942,Kiplagat Omondi,26-35,New,Gold,Kahawa Wendani,2.4
C00943,Simiyu Kipchoge,26-35,Occasional,Bronze,Kihara,1.8
C00944,Hassan Abdullah,46-55,New,Bronze,Ndenderu,3.4
C00945,Juma Achieng,26-35,Regular,Bronze,Githurai 45,4.5
C00946,Mwangi Wanjiku,36-45,Premium,Gold,Ruiru Sports Club,1.2
C00947,Omondi Wambui,36-45,Regular,Bronze,Ruiru Town Center,4.8
C00948,Akinyi Otieno,26-35,Occasional,Bronze,Ndenderu,0.6
C00949,Njoroge Mutiso,46-55,New,Bronze,Githurai 45,7.2
C00950,Nyambura Kamau,46-55,Regular,Gold,Ruiru Town Center,7.4
C00951,Mumbi Ochieng,26-35,Occasional,Bronze,Ndenderu,6.0
C00952,Mutiso Okoth,46-55,Regular,Platinum,Ruiru Town Center,4.0
C00953,Mwangi Kamau,56+,Occasional,Silver,Githurai 45,2.4
C00954,Juma Adhiambo,26-35,New,Bronze,Kihara,6.1
C00955,Otieno Juma,36-45,Occasional,Bronze,Mwiki,7.5
C00956,Kamau Kinyua,56+,New,Gold,Githurai Kimbo,1.7
C00957,Kariuki Njeri,26-35,Occasional,Gold,Kimbo,4.0
C00958,Wanjiku Kamau,26-35,New,Bronze,Githurai Kimbo,2.9
C00959,Wanjiku Omondi,46-55,Occasional,Bronze,Kahawa Sukari,3.2
C00960,Njoroge Kariuki,26-35,Regular,Bronze,Ndenderu,3.5
C00961,Kiplagat Wanjala,46-55,Regular,Bronze,Mwiki,7.6
C00962,Nyambura Juma,26-35,Regular,Silver,Ruiru CBD,2.4
C00963,Juma Chebet,18-25,Premium,Gold,Ruiru Town Center,4.2
C00964,Wanjiku Kamau,56+,Regular,Bronze,Githurai Kimbo,7.6
C00965,Wanjala Muthoni,18-25,Premium,Gold,Green Valley,4.1
C00966,Mwangi Njeri,18-25,Regular,Silver,Githurai 45,7.0
C00967,Wairimu Njeri,56+,Regular,Silver,Githurai 44,0.9
C00968,Njeri Juma,46-55,Premium,Gold,Ruiru Town Center,7.6
C00969,Chebet Mumbi,56+,Regular,Bronze,Kihara,1.9
C00970,Njoroge Simiyu,18-25,Regular,Silver,Kahawa Sukari,7.8
C00971,Njoroge Mutiso,36-45,Regular,Bronze,Githurai Kimbo,1.8
C00972,Kinyua Wanjala,46-55,Regular,Bronze,Kahawa Wendani,3.8
C00973,Njeri Okoth,46-55,Occasional,Bronze,Githurai 44,2.8
C00974,Wambui Njeri,46-55,Regular,Bronze,Green Valley,3.7
C00975,Muthoni Achieng,36-45,New,Gold,Ruiru CBD,2.4
C00976,Abdullah Omondi,18-25,Regular,Silver,Ruiru Town Center,7.7
C00977,Maina Mwangi,18-25,Regular,Silver,Githurai 45,2.8
C00978,Omondi Kipchoge,36-45,Regular,Gold,Ruiru Town Center,5.4
C00979,Wanjala Adhiambo,26-35,Occasional,Gold,Kihara,1.5
C00980,Mumbi Njeri,26-35,Regular,Bronze,Green Valley,6.7
C00981,Muthoni Kiplagat,36-45,Premium,Gold,Ruiru Sports Club,4.6
C00982,Wanjiku Omondi,26-35,Regular,Gold,Ruiru CBD,7.8
C00983,Njeri Otieno,36-45,Regular,Bronze,Ndenderu,3.7
C00984,Kipchoge Juma,36-45,Occasional,Silver,Ruiru Town Center,2.0
C00985,Kinyua Kamau,18-25,Occasional,Bronze,Kimbo,3.1
C00986,Mutiso Kinyua,18-25,New,Bronze,Ndenderu,6.0
C00987,Omondi Adhiambo,26-35,Occasional,Gold,Green Valley,5.4
C00988,Wairimu Okoth,18-25,Regular,Silver,Ruiru Town Center,6.3
C00989,Kinyua Omondi,46-55,Occasional,Bronze,Githurai 44,1.1
C00990,Akinyi Ochieng,36-45,New,Bronze,Ruiru CBD,4.9
C00991,Njoroge Kariuki,36-45,Occasional,Silver,Kahawa Sukari,7.5
C00992,Njoroge Ochieng,18-25,New,Silver,Kimbo,1.3
C00993,Wairimu Simiyu,26-35,Premium,Gold,Ruiru Town Center,1.2
C00994,Otieno Okoth,18-25,Occasional,Gold,Kahawa Wendani,5.9
C00995,Simiyu Simiyu,18-25,Occasional,Bronze,Mwiki,2.9
C00996,Mwangi Nyambura,46-55,Occasional,Silver,Kihara,5.4
C00997,Otieno Wanjala,36-45,Regular,Bronze,Kahawa Sukari,4.6
C00998,Akinyi Chebet,36-45,Occasional,Bronze,Kahawa Wendani,7.9
C00999,Ochieng Mumbi,56+,Regular,Silver,Kimbo,7.2
C01000,Nyambura Kinyua,36-45,Occasional,Bronze,Ndenderu,5.6
C01001,Mumbi Omondi,36-45,Occasional,Gold,Kahawa Sukari,2.5
C01002,Achieng Okoth,46-55,Regular,Bronze,Githurai Kimbo,2.5
C01003,Kamau Kamau,56+,Occasional,Gold,Ndenderu,7.1
C01004,Mumbi Kiplagat,36-45,Occasional,Bronze,Ndenderu,4.9
C01005,Adhiambo Kariuki,36-45,Regular,Silver,Githurai 44,6.4
C01006,Wambui Otieno,18-25,New,Bronze,Githurai 45,3.9
C01007,Wanjiku Wanjala,18-25,Occasional,Gold,Kihara,1.3
C01008,Omondi Otieno,56+,Regular,Bronze,Kahawa Sukari,3.0
C01009,Achieng Simiyu,26-35,Premium,Gold,Ruiru Town Center,1.7
C01010,Kiplagat Kamau,26-35,New,Gold,Ruiru CBD,6.4
C01011,Muthoni Maina,56+,Occasional,Bronze,Githurai 44,5.8
C01012,Simiyu Njeri,18-25,Regular,Gold,Ruiru Town Center,1.2
C01013,Nyambura Okoth,18-25,New,Gold,Ruiru CBD,5.2
C01014,Mutiso Chebet,46-55,Regular,Gold,Githurai Kimbo,7.1
C01015,Wambui Mwangi,56+,Occasional,Gold,Githurai Kimbo,5.7
C01016,Wairimu Achieng,26-35,Regular,Gold,Kahawa Wendani,4.3
C01017,Mutiso Abdullah,26-35,New,Bronze,Kihara,2.8
C01018,Njoroge Ochieng,26-35,Premium,Platinum,Ruiru Sports Club,7.2
C01019,Akinyi Kariuki,56+,Occasional,Bronze,Ndenderu,3.7
C01020,Juma Mutiso,46-55,Regular,Silver,Mwiki,6.9
C01021,Okoth Simiyu,26-35,Regular,Bronze,Kimbo,6.4
C01022,Otieno Omondi,56+,Occasional,Bronze,Githurai 44,6.6
C01023,Abdullah Kipchoge,18-25,Regular,Silver,Githurai 45,7.9
C01024,Kinyua Kiplagat,56+,Occasional,Platinum,Ruiru Town Center,6.1
C01025,Kipchoge Achieng,36-45,Regular,Gold,Githurai 45,0.8
C01026,Kinyua Wanjiku,26-35,Occasional,Silver,Kihara,2.0
C01027,Mumbi Adhiambo,46-55,Regular,Bronze,Kihara,0.8
C01028,Adhiambo Were,26-35,Occasional,Silver,Kahawa Sukari,1.9
C01029,Wairimu Hassan,56+,Occasional,Silver,Mwiki,1.0
C01030,Okoth Hassan,46-55,Regular,Silver,Green Valley,4.3
C01031,Wanjala Kamau,26-35,Occasional,Bronze,Githurai 44,0.7
C01032,Okoth Wambui,26-35,Regular,Bronze,Kahawa Sukari,4.0
C01033,Kariuki Kinyua,46-55,Regular,Bronze,Green Valley,7.2
C01034,Kipchoge Kinyua,18-25,Regular,Silver,Kihara,6.1
C01035,Wanjala Maina,36-45,Occasional,Silver,Mwiki,7.6
C01036,Omondi Muthoni,18-25,Occasional,Silver,Kahawa Wendani,2.2
C01037,Wairimu Kiplagat,36-45,Regular,Bronze,Githurai 45,4.5
C01038,Nyambura Njoroge,56+,Occasional,Bronze,Githurai 44,2.9
C01039,Kiplagat Kinyua,36-45,Regular,Silver,Ruiru Town Center,4.2
C01040,Wanjala Mwangi,18-25,Regular,Bronze,Githurai 45,4.7
C01041,Abdullah Mwangi,18-25,New,Silver,Kahawa Sukari,0.8
C01042,Kamau Adhiambo,46-55,Occasional,Bronze,Githurai Kimbo,2.2
C01043,Wanjiku Adhiambo,26-35,Occasional,Bronze,Mwiki,5.8
C01044,Wanjala Muthoni,46-55,Premium,Gold,Ruiru Town Center,6.3
C01045,Juma Juma,46-55,Occasional,Silver,Kimbo,4.8
C01046,Nyambura Otieno,26-35,Regular,Bronze,Ndenderu,2.5
C01047,Wambui Adhiambo,18-25,Regular,Gold,Kihara,3.5
C01048,Hassan Wanjala,36-45,New,Bronze,Githurai 44,1.2
C01049,Mwangi Muthoni,18-25,Regular,Bronze,Ruiru Sports Club,7.6
C01050,Mutiso Wambui,36-45,Regular,Gold,Ruiru Sports Club,7.0
C01051,Kipchoge Omondi,46-55,Occasional,Platinum,Ruiru Town Center,1.0
C01052,Otieno Kiplagat,18-25,New,Bronze,Ndenderu,1.7
C01053,Wanjiku Nyambura,56+,Regular,Bronze,Ndenderu,4.9
C01054,Mutiso Kariuki,36-45,Occasional,Bronze,Kihara,2.2
C01055,Kariuki Okoth,36-45,Occasional,Bronze,Kihara,7.5
C01056,Chebet Wanjala,46-55,New,Bronze,Kahawa Wendani,6.2
C01057,Achieng Chebet,26-35,Occasional,Silver,Ruiru Sports Club,2.5
C01058,Wambui Achieng,46-55,New,Bronze,Kahawa Wendani,0.5
C01059,Akinyi Achieng,36-45,Occasional,Gold,Mwiki,6.5
C01060,Otieno Achieng,56+,Occasional,Bronze,Mwiki,3.7
C01061,Achieng Wairimu,36-45,Premium,Platinum,Ruiru Town Center,5.3
C01062,Otieno Simiyu,26-35,New,Bronze,Githurai Kimbo,2.7
C01063,Hassan Mutiso,56+,Regular,Silver,Ruiru Sports Club,1.6
C01064,Ochieng Adhiambo,26-35,Regular,Bronze,Githurai Kimbo,5.6
C01065,Juma Wambui,46-55,Regular,Bronze,Githurai Kimbo,3.9
C01066,Ochieng Njoroge,18-25,Occasional,Bronze,Ndenderu,2.3
C01067,Njeri Wairimu,56+,Regular,Bronze,Ndenderu,1.5
C01068,Mutiso Otieno,18-25,New,Bronze,Kimbo,4.9
C01069,Chebet Kariuki,36-45,Regular,Silver,Ruiru Town Center,5.9
C01070,Kariuki Ochieng,26-35,Occasional,Bronze,Githurai Kimbo,2.6
C01071,Kinyua Were,26-35,Regular,Platinum,Ruiru Sports Club,6.0
C01072,Achieng Kamau,18-25,Regular,Bronze,Kimbo,1.9
C01073,Abdullah Kipchoge,56+,New,Bronze,Kihara,3.0
C01074,Omondi Nyambura,26-35,Occasional,Bronze,Ndenderu,6.1
C01075,Okoth Chebet,36-45,New,Gold,Githurai 45,5.5
C01076,Wairimu Kamau,36-45,Occasional,Platinum,Green Valley,2.5
C01077,Akinyi Maina,36-45,Regular,Silver,Kimbo,1.4
C01078,Hassan Juma,56+,Occasional,Gold,Green Valley,0.8
C01079,Okoth Maina,56+,New,Bronze,Kahawa Wendani,6.8
C01080,Kamau Simiyu,26-35,Premium,Gold,Ruiru Town Center,1.1
C01081,Maina Mumbi,18-25,Occasional,Bronze,Mwiki,1.4
C01082,Mumbi Wairimu,46-55,New,Bronze,Kihara,2.3
C01083,Adhiambo Maina,26-35,Regular,Bronze,Githurai 44,3.8
C01084,Njoroge Njeri,26-35,Occasional,Bronze,Mwiki,6.4
